当前时间(s): 0.0 音符打开: B3; 力度: 85(强)
当前时间(s): 23.961 音符关闭: B4; 力度: 55
当前时间(s): 23.963 音符打开: B4; 力度: 85(强)
当前时间(s): 23.974 音符关闭: B2; 力度: 55
当前时间(s): 23.976 音符打开: E2; 力度: 85(强)
当前时间(s): 24.161 音符关闭: E2; 力度: 55
当前时间(s): 24.163 音符打开: B2; 力度: 85(强)
当前时间(s): 24.348 音符关闭: B2; 力度: 55
当前时间(s): 24.35 音符打开: E2; 力度: 85(强)
当前时间(s): 24.535 音符关闭: E2; 力度: 55
当前时间(s): 24.537 音符打开: B2; 力度: 85(强)
当前时间(s): 24.711 音符关闭: B4; 力度: 55
当前时间(s): 24.712 音符打开: B4; 力度: 85(强)
当前时间(s): 24.723 音符关闭: B2; 力度: 55
当前时间(s): 24.724 音符打开: E2; 力度: 85(强)
当前时间(s): 24.91 音符关闭: E2; 力度: 55
当前时间(s): 24.911 音符打开: B2; 力度: 85(强)
当前时间(s): 25.086 音符关闭: B4; 力度: 55
当前时间(s): 25.087 音符打开: #C5; 力度: 85(强)
当前时间(s): 25.097 音符关闭: B2; 力度: 55
当前时间(s): 25.098 音符打开: E2; 力度: 85(强)
当前时间(s): 25.284 音符关闭: E2; 力度: 55
当前时间(s): 25.285 音符打开: B2; 力度: 85(强)
当前时间(s): 25.46 音符关闭: #C5; 力度: 55
当前时间(s): 25.462 音符打开: #D5; 力度: 85(强)
当前时间(s): 25.471 音符关闭: B2; 力度: 55
当前时间(s): 25.473 音符打开: B2; 力度: 85(强)
当前时间(s): 25.647 音符关闭: #D5; 力度: 55
当前时间(s): 25.649 音符打开: #C5; 力度: 85(强)
当前时间(s): 25.658 音符关闭: B2; 力度: 55
当前时间(s): 25.66 音符打开: #F3; 力度: 85(强)
当前时间(s): 25.834 音符关闭: #C5; 力度: 55
当前时间(s): 25.836 音符打开: #D5; 力度: 85(强)
当前时间(s): 25.845 音符关闭: #F3; 力度: 55
当前时间(s): 25.847 音符打开: B2; 力度: 85(强)
当前时间(s): 26.022 音符关闭: #D5; 力度: 55
当前时间(s): 26.023 音符打开: E5; 力度: 85(强)
当前时间(s): 26.032 音符关闭: B2; 力度: 55
当前时间(s): 26.034 音符打开: #F3; 力度: 85(强)
当前时间(s): 26.209 音符关闭: E5; 力度: 55
当前时间(s): 26.21 音符打开: #D5; 力度: 85(强)
当前时间(s): 26.22 音符关闭: #F3; 力度: 55
当前时间(s): 26.221 音符打开: B2; 力度: 85(强)
当前时间(s): 26.396 音符关闭: #D5; 力度: 55
当前时间(s): 26.397 音符打开: B4; 力度: 85(强)
当前时间(s): 26.407 音符关闭: B2; 力度: 55
当前时间(s): 26.408 音符打开: #F3; 力度: 85(强)
当前时间(s): 26.583 音符关闭: B4; 力度: 55
当前时间(s): 26.584 音符打开: B4; 力度: 85(强)
当前时间(s): 26.594 音符关闭: #F3; 力度: 55
当前时间(s): 26.595 音符打开: B2; 力度: 85(强)
当前时间(s): 26.77 音符关闭: B4; 力度: 55
当前时间(s): 26.772 音符打开: #C5; 力度: 85(强)
当前时间(s): 26.781 音符关闭: B2; 力度: 55
当前时间(s): 26.782 音符打开: #F3; 力度: 85(强)
当前时间(s): 26.957 音符关闭: #C5; 力度: 55
当前时间(s): 26.959 音符打开: #D5; 力度: 85(强)
当前时间(s): 26.968 音符关闭: #F3; 力度: 55
当前时间(s): 26.97 音符打开: B2; 力度: 85(强)
当前时间(s): 27.144 音符关闭: #D5; 力度: 55
当前时间(s): 27.146 音符打开: #C5; 力度: 85(强)
当前时间(s): 27.155 音符关闭: B2; 力度: 55
当前时间(s): 27.157 音符打开: #F3; 力度: 85(强)
当前时间(s): 27.331 音符关闭: #C5; 力度: 55
当前时间(s): 27.333 音符打开: #D5; 力度: 85(强)
当前时间(s): 27.342 音符关闭: #F3; 力度: 55
当前时间(s): 27.344 音符打开: B2; 力度: 85(强)
当前时间(s): 27.519 音符关闭: #D5; 力度: 55
当前时间(s): 27.52 音符打开: E5; 力度: 85(强)
当前时间(s): 27.529 音符关闭: B2; 力度: 55
当前时间(s): 27.531 音符打开: #F3; 力度: 85(强)
当前时间(s): 27.706 音符关闭: E5; 力度: 55
当前时间(s): 27.707 音符打开: #D5; 力度: 85(强)
当前时间(s): 27.717 音符关闭: #F3; 力度: 55
当前时间(s): 27.718 音符打开: B2; 力度: 85(强)
当前时间(s): 27.904 音符关闭: B2; 力度: 55
当前时间(s): 27.905 音符打开: #F3; 力度: 85(强)
当前时间(s): 28.08 音符关闭: #D5; 力度: 55
当前时间(s): 28.082 音符打开: #C5; 力度: 85(强)
当前时间(s): 28.091 音符关闭: #F3; 力度: 55
当前时间(s): 28.092 音符打开: B2; 力度: 85(强)
当前时间(s): 28.267 音符关闭: #C5; 力度: 55
当前时间(s): 28.269 音符打开: B4; 力度: 85(强)
当前时间(s): 28.278 音符关闭: B2; 力度: 55
当前时间(s): 28.279 音符打开: #F3; 力度: 85(强)
当前时间(s): 28.455 音符关闭: B4; 力度: 55
当前时间(s): 28.456 音符打开: B4; 力度: 85(强)
当前时间(s): 28.465 音符关闭: #F3; 力度: 55
当前时间(s): 28.467 音符打开: E2; 力度: 85(强)
当前时间(s): 28.652 音符关闭: E2; 力度: 55
当前时间(s): 28.654 音符打开: B2; 力度: 85(强)
当前时间(s): 28.839 音符关闭: B2; 力度: 55
当前时间(s): 28.841 音符打开: E2; 力度: 85(强)
当前时间(s): 29.026 音符关闭: E2; 力度: 55
当前时间(s): 29.028 音符打开: B2; 力度: 85(强)
当前时间(s): 29.214 音符关闭: B2; 力度: 55
当前时间(s): 29.215 音符打开: E2; 力度: 85(强)
当前时间(s): 29.401 音符关闭: E2; 力度: 55
当前时间(s): 29.402 音符打开: B2; 力度: 85(强)
当前时间(s): 29.588 音符关闭: B2; 力度: 55
当前时间(s): 29.589 音符打开: E2; 力度: 85(强)
当前时间(s): 29.775 音符关闭: E2; 力度: 55
当前时间(s): 29.776 音符打开: B2; 力度: 85(强)
当前时间(s): 29.954 音符关闭: B4; 力度: 55
当前时间(s): 29.962 音符关闭: B2; 力度: 55
当前时间(s): 29.964 音符打开: #D3; 力度: 85(强)
当前时间(s): 30.143 音符打开: #F3; 力度: 85(强)
当前时间(s): 30.329 音符关闭: #F3; 力度: 55
当前时间(s): 30.33 音符打开: B3; 力度: 85(强)
当前时间(s): 30.337 音符关闭: #D3; 力度: 55
当前时间(s): 30.516 音符关闭: B3; 力度: 55
当前时间(s): 30.517 音符打开: #C4; 力度: 85(强)
当前时间(s): 30.703 音符关闭: #C4; 力度: 55
当前时间(s): 30.705 音符打开: #F4; 力度: 85(强)
当前时间(s): 30.89 音符关闭: #F4; 力度: 55
当前时间(s): 30.892 音符打开: B4; 力度: 85(强)
当前时间(s): 31.077 音符关闭: B4; 力度: 55
当前时间(s): 31.079 音符打开: #C5; 力度: 85(强)
当前时间(s): 31.265 音符关闭: #C5; 力度: 55
当前时间(s): 31.266 音符打开: #F5; 力度: 85(强)
当前时间(s): 31.452 音符关闭: #F5; 力度: 55
当前时间(s): 31.453 音符打开: B4; 力度: 85(强)
当前时间(s): 31.463 音符打开: B2; 力度: 85(强)
当前时间(s): 31.649 音符关闭: B2; 力度: 55
当前时间(s): 31.65 音符打开: #F3; 力度: 85(强)
当前时间(s): 31.836 音符关闭: #F3; 力度: 55
当前时间(s): 31.837 音符打开: B2; 力度: 85(强)
当前时间(s): 32.014 音符关闭: B4; 力度: 55
当前时间(s): 32.015 音符打开: #F4; 力度: 85(强)
当前时间(s): 32.023 音符关闭: B2; 力度: 55
当前时间(s): 32.025 音符打开: #F3; 力度: 85(强)
当前时间(s): 32.201 音符关闭: #F4; 力度: 55
当前时间(s): 32.202 音符打开: #F4; 力度: 85(强)
当前时间(s): 32.21 音符关闭: #F3; 力度: 55
当前时间(s): 32.212 音符打开: B2; 力度: 85(强)
当前时间(s): 32.397 音符关闭: B2; 力度: 55
当前时间(s): 32.399 音符打开: #F3; 力度: 85(强)
当前时间(s): 32.584 音符关闭: #F3; 力度: 55
当前时间(s): 32.586 音符打开: B2; 力度: 85(强)
当前时间(s): 32.772 音符关闭: B2; 力度: 55
当前时间(s): 32.773 音符打开: #F3; 力度: 85(强)
当前时间(s): 32.959 音符关闭: #F3; 力度: 55
当前时间(s): 32.96 音符打开: B2; 力度: 85(强)
当前时间(s): 33.146 音符关闭: B2; 力度: 55
当前时间(s): 33.147 音符打开: #F3; 力度: 85(强)
当前时间(s): 33.333 音符关闭: #F3; 力度: 55
当前时间(s): 33.334 音符打开: B2; 力度: 85(强)
当前时间(s): 33.513 音符关闭: #F4; 力度: 55
当前时间(s): 33.514 音符打开: #F4; 力度: 85(强)
当前时间(s): 33.52 音符关闭: B2; 力度: 55
当前时间(s): 33.522 音符打开: #F3; 力度: 85(强)
当前时间(s): 33.606 音符关闭: #F4; 力度: 55
当前时间(s): 33.608 音符打开: #F4; 力度: 85(强)
当前时间(s): 33.608 音符打开: B4; 力度: 85(强)
当前时间(s): 33.7 音符关闭: #F4; 力度: 55
当前时间(s): 33.7 音符关闭: B4; 力度: 55
当前时间(s): 33.701 音符打开: #F4; 力度: 85(强)
当前时间(s): 33.701 音符打开: B4; 力度: 85(强)
当前时间(s): 33.701 音符打开: E5; 力度: 85(强)
当前时间(s): 33.707 音符关闭: #F3; 力度: 55
当前时间(s): 33.709 音符打开: B2; 力度: 85(强)
当前时间(s): 33.894 音符关闭: B2; 力度: 55
当前时间(s): 33.896 音符打开: #F3; 力度: 85(强)
当前时间(s): 34.074 音符关闭: E5; 力度: 55
当前时间(s): 34.076 音符打开: #D5; 力度: 85(强)
当前时间(s): 34.081 音符关闭: #F3; 力度: 55
当前时间(s): 34.083 音符打开: B2; 力度: 85(强)
当前时间(s): 34.269 音符关闭: B2; 力度: 55
当前时间(s): 34.27 音符打开: #F3; 力度: 85(强)
当前时间(s): 34.449 音符关闭: #F4; 力度: 55
当前时间(s): 34.449 音符关闭: B4; 力度: 55
当前时间(s): 34.449 音符关闭: #D5; 力度: 55
当前时间(s): 34.45 音符打开: B4; 力度: 85(强)
当前时间(s): 34.456 音符关闭: #F3; 力度: 55
当前时间(s): 34.457 音符打开: E2; 力度: 85(强)
当前时间(s): 34.643 音符关闭: E2; 力度: 55
当前时间(s): 34.644 音符打开: B2; 力度: 85(强)
当前时间(s): 34.83 音符关闭: B2; 力度: 55
当前时间(s): 34.831 音符打开: E2; 力度: 85(强)
当前时间(s): 35.017 音符关闭: E2; 力度: 55
当前时间(s): 35.019 音符打开: B2; 力度: 85(强)
当前时间(s): 35.204 音符关闭: B2; 力度: 55
当前时间(s): 35.206 音符打开: E2; 力度: 85(强)
当前时间(s): 35.391 音符关闭: E2; 力度: 55
当前时间(s): 35.393 音符打开: B2; 力度: 85(强)
当前时间(s): 35.578 音符关闭: B2; 力度: 55
当前时间(s): 35.58 音符打开: E2; 力度: 85(强)
当前时间(s): 35.766 音符关闭: E2; 力度: 55
当前时间(s): 35.767 音符打开: B2; 力度: 85(强)
当前时间(s): 35.949 音符关闭: B4; 力度: 55
当前时间(s): 35.95 音符打开: B4; 力度: 85(强)
当前时间(s): 35.953 音符关闭: B2; 力度: 55
当前时间(s): 35.954 音符打开: E2; 力度: 85(强)
当前时间(s): 36.14 音符关闭: E2; 力度: 55
当前时间(s): 36.141 音符打开: B2; 力度: 85(强)
当前时间(s): 36.327 音符关闭: B2; 力度: 55
当前时间(s): 36.328 音符打开: E2; 力度: 85(强)
当前时间(s): 36.514 音符关闭: E2; 力度: 55
当前时间(s): 36.516 音符打开: B2; 力度: 85(强)
当前时间(s): 36.698 音符关闭: B4; 力度: 55
当前时间(s): 36.7 音符打开: #F4; 力度: 85(强)
当前时间(s): 36.7 音符打开: B4; 力度: 85(强)
当前时间(s): 36.701 音符关闭: B2; 力度: 55
当前时间(s): 36.703 音符打开: E2; 力度: 85(强)
当前时间(s): 36.888 音符关闭: E2; 力度: 55
当前时间(s): 36.89 音符打开: B2; 力度: 85(强)
当前时间(s): 37.073 音符关闭: #F4; 力度: 55
当前时间(s): 37.073 音符关闭: B4; 力度: 55
当前时间(s): 37.074 音符打开: #C5; 力度: 85(强)
当前时间(s): 37.075 音符关闭: B2; 力度: 55
当前时间(s): 37.077 音符打开: E2; 力度: 85(强)
当前时间(s): 37.263 音符关闭: E2; 力度: 55
当前时间(s): 37.264 音符打开: B2; 力度: 85(强)
当前时间(s): 37.447 音符关闭: #C5; 力度: 55
当前时间(s): 37.449 音符打开: B4; 力度: 85(强)
当前时间(s): 37.449 音符打开: #D5; 力度: 85(强)
当前时间(s): 37.45 音符关闭: B2; 力度: 55
当前时间(s): 37.451 音符打开: #G2; 力度: 85(强)
当前时间(s): 37.635 音符关闭: B4; 力度: 55
当前时间(s): 37.635 音符关闭: #D5; 力度: 55
当前时间(s): 37.636 音符打开: #C5; 力度: 85(强)
当前时间(s): 37.637 音符关闭: #G2; 力度: 55
当前时间(s): 37.638 音符打开: #D3; 力度: 85(强)
当前时间(s): 37.822 音符关闭: #C5; 力度: 55
当前时间(s): 37.823 音符打开: B4; 力度: 85(强)
当前时间(s): 37.823 音符打开: #D5; 力度: 85(强)
当前时间(s): 37.824 音符关闭: #D3; 力度: 55
当前时间(s): 37.825 音符打开: #G2; 力度: 85(强)
当前时间(s): 38.009 音符关闭: B4; 力度: 55
当前时间(s): 38.009 音符关闭: #D5; 力度: 55
当前时间(s): 38.01 音符打开: #C5; 力度: 85(强)
当前时间(s): 38.01 音符打开: E5; 力度: 85(强)
当前时间(s): 38.011 音符关闭: #G2; 力度: 55
当前时间(s): 38.013 音符打开: #D3; 力度: 85(强)
当前时间(s): 38.196 音符关闭: #C5; 力度: 55
当前时间(s): 38.196 音符关闭: E5; 力度: 55
当前时间(s): 38.197 音符打开: B4; 力度: 85(强)
当前时间(s): 38.197 音符打开: #D5; 力度: 85(强)
当前时间(s): 38.198 音符关闭: #D3; 力度: 55
当前时间(s): 38.2 音符打开: #G2; 力度: 85(强)
当前时间(s): 38.383 音符关闭: B4; 力度: 55
当前时间(s): 38.383 音符关闭: #D5; 力度: 55
当前时间(s): 38.385 音符打开: B4; 力度: 85(强)
当前时间(s): 38.385 音符关闭: #G2; 力度: 55
当前时间(s): 38.387 音符打开: #D3; 力度: 85(强)
当前时间(s): 38.57 音符关闭: B4; 力度: 55
当前时间(s): 38.572 音符打开: B4; 力度: 85(强)
当前时间(s): 38.572 音符关闭: #D3; 力度: 55
当前时间(s): 38.574 音符打开: #G2; 力度: 85(强)
当前时间(s): 38.757 音符关闭: B4; 力度: 55
当前时间(s): 38.759 音符打开: #C5; 力度: 85(强)
当前时间(s): 38.76 音符关闭: #G2; 力度: 55
当前时间(s): 38.944 音符关闭: #C5; 力度: 55
当前时间(s): 38.946 音符打开: B4; 力度: 85(强)
当前时间(s): 38.946 音符打开: #D5; 力度: 85(强)
当前时间(s): 38.949 音符打开: #F2; 力度: 85(强)
当前时间(s): 39.132 音符关闭: B4; 力度: 55
当前时间(s): 39.132 音符关闭: #D5; 力度: 55
当前时间(s): 39.133 音符打开: #C5; 力度: 85(强)
当前时间(s): 39.134 音符关闭: #F2; 力度: 55
当前时间(s): 39.136 音符打开: #C3; 力度: 85(强)
当前时间(s): 39.319 音符关闭: #C5; 力度: 55
当前时间(s): 39.32 音符打开: B4; 力度: 85(强)
当前时间(s): 39.32 音符打开: #D5; 力度: 85(强)
当前时间(s): 39.321 音符关闭: #C3; 力度: 55
当前时间(s): 39.323 音符打开: #F2; 力度: 85(强)
当前时间(s): 39.506 音符关闭: B4; 力度: 55
当前时间(s): 39.506 音符关闭: #D5; 力度: 55
当前时间(s): 39.507 音符打开: #C5; 力度: 85(强)
当前时间(s): 39.507 音符打开: E5; 力度: 85(强)
当前时间(s): 39.508 音符关闭: #F2; 力度: 55
当前时间(s): 39.51 音符打开: #C3; 力度: 85(强)
当前时间(s): 39.693 音符关闭: #C5; 力度: 55
当前时间(s): 39.693 音符关闭: E5; 力度: 55
当前时间(s): 39.694 音符打开: B4; 力度: 85(强)
当前时间(s): 39.694 音符打开: #D5; 力度: 85(强)
当前时间(s): 39.696 音符关闭: #C3; 力度: 55
当前时间(s): 39.697 音符打开: #F2; 力度: 85(强)
当前时间(s): 39.883 音符关闭: #F2; 力度: 55
当前时间(s): 39.884 音符打开: #C3; 力度: 85(强)
当前时间(s): 40.068 音符关闭: B4; 力度: 55
当前时间(s): 40.068 音符关闭: #D5; 力度: 55
当前时间(s): 40.069 音符打开: #F4; 力度: 85(强)
当前时间(s): 40.069 音符打开: #C5; 力度: 85(强)
当前时间(s): 40.07 音符关闭: #C3; 力度: 55
当前时间(s): 40.071 音符打开: #F2; 力度: 85(强)
当前时间(s): 40.255 音符关闭: #F4; 力度: 55
当前时间(s): 40.255 音符关闭: #C5; 力度: 55
当前时间(s): 40.256 音符打开: #F4; 力度: 85(强)
当前时间(s): 40.256 音符打开: B4; 力度: 85(强)
当前时间(s): 40.257 音符关闭: #F2; 力度: 55
当前时间(s): 40.258 音符打开: #C3; 力度: 85(强)
当前时间(s): 40.444 音符关闭: #C3; 力度: 55
当前时间(s): 40.446 音符打开: E2; 力度: 85(强)
当前时间(s): 40.631 音符关闭: E2; 力度: 55
当前时间(s): 40.633 音符打开: B2; 力度: 85(强)
当前时间(s): 40.818 音符关闭: B2; 力度: 55
当前时间(s): 40.82 音符打开: E2; 力度: 85(强)
当前时间(s): 41.005 音符关闭: E2; 力度: 55
当前时间(s): 41.007 音符打开: B2; 力度: 85(强)
当前时间(s): 41.193 音符关闭: B2; 力度: 55
当前时间(s): 41.194 音符打开: E2; 力度: 85(强)
当前时间(s): 41.38 音符关闭: E2; 力度: 55
当前时间(s): 41.381 音符打开: B2; 力度: 85(强)
当前时间(s): 41.567 音符关闭: #F4; 力度: 55
当前时间(s): 41.567 音符关闭: B4; 力度: 55
当前时间(s): 41.567 音符关闭: B2; 力度: 55
当前时间(s): 41.568 音符打开: E2; 力度: 85(强)
当前时间(s): 41.754 音符关闭: E2; 力度: 55
当前时间(s): 41.755 音符打开: B2; 力度: 85(强)
当前时间(s): 41.941 音符关闭: B2; 力度: 55
当前时间(s): 41.943 音符打开: E2; 力度: 85(强)
当前时间(s): 42.128 音符关闭: E2; 力度: 55
当前时间(s): 42.13 音符打开: B2; 力度: 85(强)
当前时间(s): 42.315 音符关闭: B2; 力度: 55
当前时间(s): 42.317 音符打开: E3; 力度: 85(强)
当前时间(s): 42.502 音符关闭: E3; 力度: 55
当前时间(s): 42.504 音符打开: #G3; 力度: 85(强)
当前时间(s): 42.69 音符关闭: #G3; 力度: 55
当前时间(s): 42.691 音符打开: B3; 力度: 85(强)
当前时间(s): 42.877 音符关闭: B3; 力度: 55
当前时间(s): 42.878 音符打开: #G3; 力度: 85(强)
当前时间(s): 42.881 音符打开: B4; 力度: 85(强)
当前时间(s): 43.064 音符关闭: #G3; 力度: 55
当前时间(s): 43.065 音符打开: E3; 力度: 85(强)
当前时间(s): 43.066 音符关闭: B4; 力度: 55
当前时间(s): 43.068 音符打开: B4; 力度: 85(强)
当前时间(s): 43.251 音符关闭: E3; 力度: 55
当前时间(s): 43.252 音符打开: B2; 力度: 85(强)
当前时间(s): 43.254 音符关闭: B4; 力度: 55
当前时间(s): 43.255 音符打开: #C5; 力度: 85(强)
当前时间(s): 43.438 音符关闭: B2; 力度: 55
当前时间(s): 43.44 音符打开: #G2; 力度: 85(强)
当前时间(s): 43.441 音符关闭: #C5; 力度: 55
当前时间(s): 43.442 音符打开: B4; 力度: 85(强)
当前时间(s): 43.442 音符打开: #D5; 力度: 85(强)
当前时间(s): 43.625 音符关闭: #G2; 力度: 55
当前时间(s): 43.627 音符打开: #D3; 力度: 85(强)
